GlobalTime,time,station,site,moduleConfig,SWversion,lotNum,Barcode,UniqueID,ActuatorSN,sph_S1_OOVreg,sph_S2_OOVreg,sph_S1_gain,sph_S2_gain,sph_strokecenter_y_sensor_offset_lsb,sph_strokecenter_x_sensor_offset_lsb,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,aps_strokeMax_um
T20230604034113,41:44.2,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002C2VR31060+L2AA10702+0,0x0000007A8AD07491,LG5D184002C2VR31060+L2AA10702+0,86,85,42.294,39.928,179.0858787,187.3610355,178.4897432,-0.060894458,0.001632279,195.827635,-0.017316113,0.001541526,-1.65E-14,0.348732239,8.33E-05,2.32E-08,-1.12E-13,0.3706867,9.18E-05,2.55E-08,361.5720026
T20230604034123,41:54.0,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002ATVR31060+L2AA03223+0,0x0000005B82D00495,LG5D184002ATVR31060+L2AA03223+0,87,82,42.294,42.294,179.3937385,190.3394013,209.1338054,0.097351227,0.001589663,168.5287336,0.100855042,0.001553478,-6.01E-14,0.346150666,8.17E-05,2.45E-08,2.68E-14,0.367993738,9.01E-05,2.40E-08,355.6120623
T20230604034128,41:59.3,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LP9VR31060+L2AA03207+0,0x000000FEA642C592,LG5D18300LP9VR31060+L2AA03207+0,84,80,42.294,44.8,180.7565813,197.176591,114.6755019,-0.043315814,0.001649747,100.942004,0.209270674,0.001691758,-4.83E-15,0.358321704,8.83E-05,2.47E-08,-9.13E-15,0.355913682,8.46E-05,2.23E-08,355.6855288
T20230604034136,42:06.8,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010GVR31060+L2AA05720+0,0x000000B09AC52311,LG5D1760010GVR31060+L2AA05720+0,87,88,42.294,39.928,184.5744377,195.4110332,112.8127505,-0.054842955,0.001697923,145.8352119,-0.1387702,0.001634707,-1.99E-13,0.346583044,8.24E-05,2.31E-08,-1.89E-13,0.36018309,8.65E-05,2.34E-08,358.8713142
T20230604034137,42:07.4,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010DVR31060+L2AA05717+0,0x000000B98AC52315,LG5D1760010DVR31060+L2AA05717+0,89,86,42.294,39.928,191.296816,178.2901126,102.8605084,0.071964068,0.001718138,159.4981188,0.016250406,0.001538463,-1.97E-13,0.34138389,7.99E-05,2.29E-08,6.86E-15,0.368808607,9.09E-05,2.46E-08,346.3885525
T20230604034141,42:11.5,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LP6VR31060+L2AA03204+0,0x000000F6B646C596,LG5D18300LP6VR31060+L2AA03204+0,87,83,42.294,42.294,187.1904911,191.4103299,172.0934079,-0.190033375,0.001571288,158.1995117,-0.033938512,0.001620908,9.76E-14,0.347840013,8.17E-05,2.40E-08,9.04E-14,0.361669627,8.65E-05,2.31E-08,360.7994014
T20230604034142,42:12.7,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010EVR31060+L2AA05718+0,0x000000B0BAC52311,LG5D1760010EVR31060+L2AA05718+0,90,86,42.294,39.928,187.1502267,190.6899893,178.3386668,0.093447149,0.001690588,195.9031455,-0.082361365,0.001563562,-5.15E-14,0.335833182,7.68E-05,2.16E-08,-2.48E-13,0.369110203,9.19E-05,2.71E-08,358.6529465
T20230604034155,42:26.0,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002DWVR31060+L2AA02332+0,0x000000D3BAC02499,LG5D184002DWVR31060+L2AA02332+0,87,81,42.294,42.294,186.8997661,187.2357903,213.8436723,-0.053833809,0.001590589,201.2833525,-0.020358135,0.001530869,-9.76E-14,0.347605008,8.24E-05,2.39E-08,1.16E-13,0.369235616,9.17E-05,2.52E-08,355.3938114
T20230604034200,42:30.8,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LP8VR31060+L2AA03206+0,0x000000FFA646C592,LG5D18300LP8VR31060+L2AA03206+0,86,83,42.294,42.294,191.1653283,193.1496971,171.1227262,-0.131849547,0.001633918,212.3293796,-0.099619388,0.001583197,-4.77E-14,0.351072959,8.62E-05,2.70E-08,-6.31E-14,0.36040204,8.61E-05,2.21E-08,362.487814
T20230604034205,42:35.8,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010FVR31060+L2AA05719+0,0x000000B1AAC5231D,LG5D1760010FVR31060+L2AA05719+0,88,88,42.294,39.928,187.4191049,183.8293076,152.2043304,0.116924793,0.0017015,153.6553176,-0.019281508,0.001629478,-1.66E-13,0.341060195,8.04E-05,2.44E-08,7.28E-14,0.357160771,8.66E-05,2.58E-08,348.7388528
T20230604034210,42:40.8,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010LVR31060+L2AA05724+0,0x000000B09AC12315,LG5D1760010LVR31060+L2AA05724+0,87,87,42.294,39.928,185.7066852,189.1020627,160.0988997,-0.047741443,0.00170129,112.3113723,-0.066437685,0.001605248,-1.08E-13,0.345881523,8.20E-05,2.23E-08,-1.72E-13,0.367338181,9.01E-05,2.56E-08,358.7659421
T20230604034218,42:48.7,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QAJVR31060+L2AA03106+0,0x0000007B9E56F592,LG5D18300QAJVR31060+L2AA03106+0,88,82,42.294,42.294,184.1045657,193.0236514,217.1372923,-0.260484582,0.001634698,190.3237455,-0.041320675,0.001591745,1.36E-13,0.345030709,8.12E-05,2.41E-08,1.32E-14,0.364790359,8.93E-05,2.37E-08,357.9284673
T20230604034220,42:50.1,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QAKVR31060+L2AA03107+0,0x00000072AE52B596,LG5D18300QAKVR31060+L2AA03107+0,88,80,42.294,42.294,191.1483333,190.5692338,147.4190319,-0.047546494,0.00168054,187.759577,0.170069029,0.001517281,6.13E-14,0.340682248,7.96E-05,2.25E-08,-8.93E-14,0.371784294,9.53E-05,2.81E-08,354.8554969
T20230604034223,42:53.7,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010KVR31060+L2AA05723+0,0x000000B9AAC52319,LG5D1760010KVR31060+L2AA05723+0,83,89,44.8,37.695,184.6179612,179.4438237,138.0118016,0.008297561,0.001690299,103.1479071,0.032083461,0.001600455,1.35E-13,0.345217873,8.12E-05,2.19E-08,1.99E-13,0.375150785,9.36E-05,2.60E-08,349.8632643
T20230604034225,42:55.4,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010NVR31060+L2AA05726+0,0x000000B99AC5631D,LG5D1760010NVR31060+L2AA05726+0,80,88,44.8,39.928,176.566318,190.229729,190.2510729,-0.027873497,0.001618346,84.02162152,-0.177218206,0.001676698,5.84E-14,0.355230948,8.56E-05,2.53E-08,1.12E-13,0.36314749,8.78E-05,2.42E-08,361.0189752
T20230604034238,43:08.3,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300Q8WVR31060+L2AA01214+0,0x000000538652A596,LG5D18300Q8WVR31060+L2AA01214+0,88,84,42.294,42.294,180.6564328,194.5678041,197.1460965,0.202703177,0.001624765,137.9801317,0.084536698,0.001600899,-1.47E-13,0.341277182,7.64E-05,2.02E-08,-2.25E-13,0.355269721,8.46E-05,2.25E-08,351.9787766
T20230604034243,43:13.4,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002CCVR31060+L2AA10712+0,0x0000007BBAD0349D,LG5D184002CCVR31060+L2AA10712+0,84,83,44.8,42.294,186.8582275,190.6271558,146.0133278,0.141799356,0.001696201,152.0589629,0.018642421,0.001615217,-7.67E-14,0.339949033,7.91E-05,2.17E-08,4.34E-14,0.361784461,8.65E-05,2.24E-08,358.3669196
T20230604034320,43:50.9,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QAGVR31060+L2AA03104+0,0x00000073AE52F592,LG5D18300QAGVR31060+L2AA03104+0,92,85,39.928,42.294,185.6381177,202.9451868,168.8172653,-0.199606983,0.001626702,101.0899002,-0.187742142,0.001691279,-3.64E-14,0.345604342,8.24E-05,2.37E-08,9.94E-15,0.354073171,8.50E-05,2.28E-08,360.4452191
T20230604034325,43:55.4,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010HVR31060+L2AA05721+0,0x000000B0AAC52319,LG5D1760010HVR31060+L2AA05721+0,90,87,42.294,39.928,182.4374485,190.7262115,175.6775715,0.00152355,0.001711277,143.8781775,-0.004264988,0.001640973,1.64E-13,0.335376719,7.69E-05,2.33E-08,-1.65E-14,0.365695898,8.81E-05,2.29E-08,359.2517504
T20230604034332,44:03.3,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010JVR31060+L2AA05722+0,0x000000B8AAC5231D,LG5D1760010JVR31060+L2AA05722+0,82,89,44.8,39.928,186.1133795,187.7621604,199.2577243,-0.033639318,0.001602688,167.4648819,-0.028074463,0.001613878,1.20E-13,0.346681849,8.29E-05,2.49E-08,-2.31E-14,0.354539654,8.59E-05,2.52E-08,357.2012521
T20230604034337,44:07.7,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBPVR31060+L2AA05413+0,0x000000528656A59E,LG5D18300QBPVR31060+L2AA05413+0,84,87,44.8,39.928,190.7631474,187.813295,139.2412596,-0.114889084,0.00171064,172.246653,-0.041616761,0.001570999,-1.82E-13,0.341289349,7.88E-05,2.23E-08,7.88E-14,0.367555301,8.81E-05,2.24E-08,354.4307951
T20230604034342,44:13.0,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002ETVR31060+L2AA02931+0,0x0000009A8AD5271A,LG5D184002ETVR31060+L2AA02931+0,87,82,42.294,42.294,189.9072998,179.6024508,139.3489542,-0.096886023,0.001682263,197.2161545,-0.000852478,0.00160834,-2.12E-13,0.345049394,8.17E-05,2.39E-08,8.61E-14,0.35909474,8.79E-05,2.67E-08,338.5774776
T20230604034355,44:26.1,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBNVR31060+L2AA05412+0,0x000000538656A59E,LG5D18300QBNVR31060+L2AA05412+0,84,82,44.8,42.294,186.914669,193.3300499,186.5433604,-0.192335381,0.001646944,179.7444997,0.019841597,0.001562408,-1.40E-13,0.340933623,7.81E-05,2.19E-08,-1.36E-14,0.365229852,8.91E-05,2.46E-08,364.0440705
T20230604034400,44:30.6,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002D3VR31060+L2AA02305+0,0x000000738AD0749D,LG5D184002D3VR31060+L2AA02305+0,85,83,42.294,42.294,183.9518545,190.2112758,154.443709,-0.013742172,0.001623586,134.822314,-0.06394543,0.001617077,-1.03E-13,0.353818752,8.61E-05,2.50E-08,-7.98E-14,0.365617198,8.88E-05,2.41E-08,354.1246338
T20230604034401,44:32.5,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBRVR31060+L2AA05415+0,0x0000005A8652A59E,LG5D18300QBRVR31060+L2AA05415+0,83,83,44.8,42.294,178.4653484,192.9732151,197.9661904,0.080480653,0.001683906,150.5237146,-0.020284613,0.001605653,-1.12E-13,0.341596834,7.98E-05,2.27E-08,1.06E-13,0.361508416,8.70E-05,2.40E-08,360.4685003
T20230604034414,44:44.6,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002D2VR31060+L2AA02304+0,0x000000728AD4749D,LG5D184002D2VR31060+L2AA02304+0,83,83,44.8,42.294,182.6981428,189.3234277,172.6988958,-0.083206278,0.00167607,165.4364689,-0.081578157,0.001590434,-3.51E-14,0.342779847,8.20E-05,2.45E-08,2.26E-14,0.362936051,8.84E-05,2.44E-08,348.8831082
T20230604034420,44:51.0,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002ESVR31060+L2AA02930+0,0x0000009B8AD5671A,LG5D184002ESVR31060+L2AA02930+0,87,86,42.294,39.928,186.9106706,182.9956895,156.3556395,-0.015068529,0.001634673,173.0787771,0.011703309,0.001561459,5.96E-14,0.347190697,8.32E-05,2.33E-08,-8.36E-14,0.367734861,9.02E-05,2.42E-08,360.132022
T20230604034425,44:55.4,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002EKVR31060+L2AA02923+0,0x00000093BAD16712,LG5D184002EKVR31060+L2AA02923+0,85,84,42.294,42.294,172.0859909,190.5765754,163.6539951,0.004955709,0.001619129,144.1551399,-0.013400357,0.001661792,1.82E-13,0.354048914,8.40E-05,2.24E-08,3.63E-14,0.356478323,8.48E-05,2.39E-08,361.6973209
T20230604034443,45:13.5,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002ENVR31060+L2AA02926+0,0x0000009AAAD1271E,LG5D184002ENVR31060+L2AA02926+0,88,84,42.294,42.294,184.0757779,190.2113339,156.3267183,-0.043696919,0.001649933,153.354838,-0.066184647,0.001611989,-4.75E-14,0.340328054,8.02E-05,2.45E-08,-1.19E-14,0.360070053,8.58E-05,2.16E-08,358.7115578
T20230604034456,45:26.5,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002EMVR31060+L2AA02925+0,0x0000009A8AD12716,LG5D184002EMVR31060+L2AA02925+0,88,84,42.294,42.294,184.7895232,188.7405806,158.54792,-0.00992255,0.00172025,82.51302424,-0.067732602,0.001699364,3.38E-14,0.337878638,7.74E-05,2.12E-08,1.46E-14,0.355593883,8.37E-05,2.19E-08,358.117025
T20230604034501,45:31.0,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBZVR31060+L2AA05423+0,0x0000005A9652A592,LG5D18300QBZVR31060+L2AA05423+0,81,81,44.8,42.294,179.1774573,190.9012638,163.9891805,-0.013955218,0.001589972,160.5225197,-0.026594991,0.001598193,-8.12E-14,0.354724157,8.48E-05,2.39E-08,1.16E-13,0.3718884,9.22E-05,2.56E-08,349.8678571
T20230604034503,45:33.6,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBYVR31060+L2AA05422+0,0x0000005B9656A596,LG5D18300QBYVR31060+L2AA05422+0,88,82,42.294,42.294,188.6153288,197.4748648,144.6737414,-0.241404389,0.00172765,194.4182715,-0.01216468,0.001630461,1.54E-13,0.340757237,8.16E-05,2.38E-08,5.33E-14,0.363339272,8.91E-05,2.50E-08,360.5574726
T20230604034535,46:05.5,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LQGVR31060+L2AA03416+0,0x000000F78642859A,LG5D18300LQGVR31060+L2AA03416+0,89,83,42.294,42.294,198.2225549,192.1310324,151.5478399,0.031195532,0.001629654,208.3144105,0.046842833,0.001568369,-1.31E-13,0.340965176,8.21E-05,2.36E-08,3.41E-14,0.363124669,8.81E-05,2.34E-08,356.106119
T20230604034544,46:15.0,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC0VR31060+L2AA05424+0,0x000000528656A59A,LG5D18300QC0VR31060+L2AA05424+0,86,77,42.294,44.8,185.6807132,190.8973343,179.9259324,-0.281202512,0.001666782,178.4105525,-0.156520548,0.001613636,7.70E-14,0.347700739,8.29E-05,2.33E-08,-4.13E-14,0.366943346,8.95E-05,2.54E-08,359.6637712
T20230604034548,46:18.6,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBQVR31060+L2AA05414+0,0x0000005BB656A596,LG5D18300QBQVR31060+L2AA05414+0,84,84,44.8,42.294,185.6874377,196.3857678,171.8606812,-0.172303606,0.001698943,210.6574825,-0.097251573,0.001607408,8.93E-14,0.335973707,7.90E-05,2.32E-08,9.04E-14,0.358968691,8.63E-05,2.34E-08,357.526628
T20230604034548,46:18.3,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LQJVR31060+L2AA03418+0,0x000000FF8646C59A,LG5D18300LQJVR31060+L2AA03418+0,81,82,44.8,42.294,186.0702658,190.9670256,142.0079901,-0.084790105,0.001673713,120.7674909,-0.016618439,0.001599424,3.39E-14,0.347561099,8.40E-05,2.39E-08,-1.36E-13,0.363577603,8.96E-05,2.56E-08,352.2905383
T20230604034552,46:22.8,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010AVR31060+L2AA05714+0,0x000000B8AAC56311,LG5D1760010AVR31060+L2AA05714+0,91,85,39.928,39.928,177.8807091,187.7047946,168.4743716,0.148334391,0.001618298,97.81277798,0.036869881,0.001635894,-1.36E-13,0.349301725,8.39E-05,2.52E-08,2.09E-13,0.371995658,9.29E-05,2.64E-08,358.8759627
T20230604034600,46:30.8,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002D5VR31060+L2AA02307+0,0x000000728AD43495,LG5D184002D5VR31060+L2AA02307+0,82,82,44.8,42.294,180.8481938,190.2355347,178.5568285,-0.026410343,0.001685629,121.2098425,-0.185681971,0.001648162,3.40E-14,0.3416069,7.89E-05,2.14E-08,-3.58E-14,0.361414122,8.71E-05,2.33E-08,363.3670352
T20230604034605,46:35.8,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D17600109VR31060+L2AA05713+0,0x000000B19AC56319,LG5D17600109VR31060+L2AA05713+0,82,87,44.8,39.928,182.1302665,187.91536,127.7188721,-0.109286581,0.001648797,101.3823114,0.016993738,0.001631472,2.02E-14,0.343822678,8.28E-05,2.55E-08,4.11E-14,0.367295374,8.96E-05,2.42E-08,359.5766496
T20230604034613,46:43.9,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002DCVR31060+L2AA02314+0,0x0000007A9AD03495,LG5D184002DCVR31060+L2AA02314+0,86,83,42.294,42.294,176.1029983,195.5509004,192.0993755,0.070279684,0.001624167,130.63914,-0.01099314,0.001649401,7.28E-14,0.348856727,8.24E-05,2.28E-08,-8.08E-15,0.362664104,8.80E-05,2.43E-08,354.283283
T20230604034623,46:53.5,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002D7VR31060+L2AA02309+0,0x000000D2BAC42491,LG5D184002D7VR31060+L2AA02309+0,86,83,42.294,42.294,180.0539065,193.3367185,157.9226897,-0.139797872,0.001620618,170.2417796,-0.107498698,0.001608495,-1.44E-13,0.352800789,8.42E-05,2.41E-08,1.53E-13,0.360477809,8.87E-05,2.46E-08,352.2905648
T20230604034626,46:57.1,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010CVR31060+L2AA05716+0,0x000000B99AC12315,LG5D1760010CVR31060+L2AA05716+0,90,88,42.294,39.928,183.7489654,189.5969419,157.2542159,0.120187327,0.001677302,96.53559464,-0.069194058,0.001688248,1.22E-13,0.338121408,7.75E-05,2.14E-08,7.51E-14,0.362458464,8.69E-05,2.34E-08,364.7074121
T20230604034629,47:00.0,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC3VR31060+L2AA05427+0,0x0000005AB656E59E,LG5D18300QC3VR31060+L2AA05427+0,87,80,42.294,42.294,183.35098,188.5980472,157.1616204,-0.018449155,0.001639295,150.8859629,-0.086580697,0.001552912,1.53E-13,0.347751967,8.28E-05,2.31E-08,6.82E-14,0.372825254,9.23E-05,2.48E-08,352.9901569
T20230604034634,47:05.0,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBVVR31060+L2AA05419+0,0x000000539652E592,LG5D18300QBVVR31060+L2AA05419+0,87,83,42.294,42.294,179.9228338,200.2636674,237.2779007,-0.232899161,0.001569956,171.0373995,-0.205012275,0.001617816,-2.25E-13,0.346212067,8.19E-05,2.27E-08,-1.56E-14,0.359213999,8.74E-05,2.45E-08,363.055314
T20230604034637,47:07.7,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D1760010BVR31060+L2AA05715+0,0x000000B9AAC12311,LG5D1760010BVR31060+L2AA05715+0,89,88,42.294,39.928,182.516446,189.8779382,218.723278,0.034877784,0.001654356,203.4662547,-0.012243268,0.001590104,4.48E-14,0.338665283,7.82E-05,2.29E-08,4.47E-14,0.361117327,8.72E-05,2.35E-08,361.9442405
T20230604034642,47:12.6,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC1VR31060+L2AA05425+0,0x0000005BA656A592,LG5D18300QC1VR31060+L2AA05425+0,87,85,42.294,39.928,188.5082546,189.4638834,127.2051756,-0.213951658,0.00169924,144.9716479,-0.040873861,0.00159332,-2.54E-13,0.347233316,8.28E-05,2.39E-08,-1.28E-13,0.371573823,9.31E-05,2.61E-08,354.7202904
T20230604034649,47:20.2,CLT-00001T02,4,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC2VR31060+L2AA05426+0,0x0000005BA652E59A,LG5D18300QC2VR31060+L2AA05426+0,88,85,42.294,42.294,184.6758924,202.073138,177.6345631,-0.389972604,0.00162077,183.813235,-0.107009821,0.001654968,5.65E-14,0.342679912,8.12E-05,2.55E-08,-3.89E-14,0.353722276,8.37E-05,2.11E-08,360.0415439
T20230604034655,47:26.0,CLT-00001T03,6,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBUVR31060+L2AA05418+0,0x00000052B652E59A,LG5D18300QBUVR31060+L2AA05418+0,86,83,42.294,42.294,177.1287518,194.1538414,184.6076102,-0.382613704,0.00161916,142.9329028,-0.121879211,0.001659664,1.01E-13,0.346834399,8.19E-05,2.48E-08,3.48E-14,0.357145301,8.46E-05,2.30E-08,363.1436667
T20230604034704,47:35.2,CLT-00001T03,5,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBXVR31060+L2AA05421+0,0x0000005A8656E59E,LG5D18300QBXVR31060+L2AA05421+0,87,82,42.294,42.294,180.3858932,193.7979503,229.1023431,-0.233088032,0.001596721,177.9004511,-0.094177618,0.001604373,7.42E-14,0.344624193,8.17E-05,2.53E-08,1.20E-13,0.361630027,8.86E-05,2.41E-08,362.2583944
T20230604034708,47:39.1,CLT-00001T04,7,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC5VR31060+L2AA05429+0,0x00000053A652E59A,LG5D18300QC5VR31060+L2AA05429+0,83,83,44.8,42.294,186.7992276,194.4144367,179.802069,-0.034397534,0.001672822,192.6757373,-0.16912967,0.001573688,7.31E-14,0.341538575,8.04E-05,2.36E-08,-1.49E-13,0.360267456,8.64E-05,2.27E-08,359.2391506
T20230604034717,47:48.3,CLT-00001T01,1,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D184002D6VR31060+L2AA02308+0,0x000000729AD07491,LG5D184002D6VR31060+L2AA02308+0,86,83,42.294,42.294,173.9164683,188.591972,145.9358107,-0.041232893,0.001679158,148.39052,-0.095527262,0.001610447,7.67E-14,0.348364356,8.20E-05,2.44E-08,-3.87E-14,0.362715233,8.69E-05,2.21E-08,364.9547885
T20230604034718,47:49.1,CLT-00001T04,8,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300LQFVR31060+L2AA03415+0,0x000000FF9642859A,LG5D18300LQFVR31060+L2AA03415+0,87,79,42.294,42.294,184.337375,187.153198,133.1831548,-0.040605099,0.001686769,105.757856,0.124328673,0.001555818,-1.57E-14,0.344840312,8.10E-05,2.21E-08,-2.00E-13,0.381247743,9.76E-05,2.78E-08,354.9447974
T20230604034722,47:53.3,CLT-00001T01,2,A3106,Mine_B_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QC4VR31060+L2AA05428+0,0x00000052A656A596,LG5D18300QC4VR31060+L2AA05428+0,87,82,42.294,42.294,183.6294892,197.8291875,146.8869572,-0.261830627,0.001625823,57.87344019,-0.206936607,0.001653797,2.59E-13,0.344308493,8.14E-05,2.28E-08,6.68E-14,0.364212849,9.09E-05,2.56E-08,360.3199608
T20230604034730,48:00.9,CLT-00001T02,3,A3106,Mine_A_release_POR_inline_iclt_A3106_23051851.exe,GTSAA1BAD6237A,LG5D18300QBWVR31060+L2AA05420+0,0x00000053A656A592,LG5D18300QBWVR31060+L2AA05420+0,88,81,42.294,42.294,182.1729656,188.5809621,140.0340434,-0.310237401,0.001680261,175.7334037,-0.110008907,0.001593326,4.39E-15,0.34032781,7.90E-05,2.35E-08,-8.04E-14,0.367696254,8.93E-05,2.32E-08,362.7417283
